"nome_cientifico";"familia";"status"
"Couepia coarctata";"Chrysobalanaceae";"CR"
"Couepia eriantha";"Chrysobalanaceae";"VU"
"Couepia insignis";"Chrysobalanaceae";"EN"
"Couepia joaquinae";"Chrysobalanaceae";"CR"
"Couepia leitaofilhoi";"Chrysobalanaceae";"EN"
"Couepia longipetiolata";"Chrysobalanaceae";"EN"
"Couepia meridionalis";"Chrysobalanaceae";"CR"
"Couepia oxossii";"Chrysobalanaceae";"EN"
"Couepia parvifolia";"Chrysobalanaceae";"EN"
"Couepia schottii";"Chrysobalanaceae";"EN"
"Exellodendron gracile";"Chrysobalanaceae";"EN"
"Hirtella angustifolia";"Chrysobalanaceae";"VU"
"Hirtella conduplicata";"Chrysobalanaceae";"CR"
"Hirtella floribunda";"Chrysobalanaceae";"EN"
"Hirtella glaziovii";"Chrysobalanaceae";"EN"
"Hirtella juruensis";"Chrysobalanaceae";"EN"
"Hirtella kuhlmannii";"Chrysobalanaceae";"EN"
"Hirtella lancifolia";"Chrysobalanaceae";"VU"
"Hirtella parviunguis";"Chrysobalanaceae";"EN"
"Hirtella prancei";"Chrysobalanaceae";"EN"
"Hirtella santosii";"Chrysobalanaceae";"EN"
"Hymenopus adolphoduckei";"Chrysobalanaceae";"EN"
"Hymenopus conferruminatus";"Chrysobalanaceae";"CR"
"Leptobalanus maguirei";"Chrysobalanaceae";"EN"
"Leptobalanus turbinatus";"Chrysobalanaceae";"EN"
"Licania arianeae";"Chrysobalanaceae";"EN"
"Licania belemii";"Chrysobalanaceae";"EN"
"Licania cymosa";"Chrysobalanaceae";"EN"
"Licania indurata";"Chrysobalanaceae";"EN"
"Licania lamentanda";"Chrysobalanaceae";"EN"
"Licania naviculistipula";"Chrysobalanaceae";"EN"
"Licania tocantina";"Chrysobalanaceae";"EN"
"Moquilea araneosa";"Chrysobalanaceae";"VU"
"Parinari alvimii";"Chrysobalanaceae";"EN"
"Crocanthemum brasiliensis";"Cistaceae";"EN"
"Clusia aemygdioi";"Clusiaceae";"EN"
"Clusia burchellii";"Clusiaceae";"EN"
"Clusia diamantina";"Clusiaceae";"EN"
"Clusia fragrans";"Clusiaceae";"EN"
"Clusia immersa";"Clusiaceae";"EN"
"Clusia riedeliana";"Clusiaceae";"EN"
"Garcinia albuquerquei";"Clusiaceae";"EN"
"Lorostemon coelhoi";"Clusiaceae";"EN"
"Combretum rupicola";"Combretaceae";"CR"
"Terminalia acuminata";"Combretaceae";"EN"
"Dichorisandra acaulis";"Commelinaceae";"EN"
"Dichorisandra gaudichaudiana";"Commelinaceae";"EN"
"Dichorisandra glaziovii";"Commelinaceae";"VU"
"Dichorisandra leucophthalmos";"Commelinaceae";"VU"
"Dichorisandra nana";"Commelinaceae";"EN"
"Dichorisandra neglecta";"Commelinaceae";"CR"
"Dichorisandra odorata";"Commelinaceae";"VU"
"Dichorisandra oxypetala";"Commelinaceae";"EN"
"Dichorisandra picta";"Commelinaceae";"CR"
"Siderasis fuscata";"Commelinaceae";"EN"
"Connarus marginatus";"Connaraceae";"EN"
"Rourea bahiensis";"Connaraceae";"EN"
"Rourea cnestidifolia";"Connaraceae";"EN"
"Rourea laurifolia";"Connaraceae";"VU"
"Rourea pseudospadicea";"Connaraceae";"EN"
"Bonamia umbellata";"Convolvulaceae";"CR"
"Distimake repens";"Convolvulaceae";"EN"
"Evolvulus chrysotrichos";"Convolvulaceae";"EN"
"Evolvulus glaziovii";"Convolvulaceae";"VU"
"Evolvulus kramerioides";"Convolvulaceae";"VU"
"Evolvulus rariflorus";"Convolvulaceae";"VU"
"Evolvulus riedelii";"Convolvulaceae";"EN"
"Evolvulus stellariifolius";"Convolvulaceae";"EN"
"Ipomoea carajasensis";"Convolvulaceae";"VU"
"Ipomoea cavalcantei";"Convolvulaceae";"EN"
"Ipomoea daturiflora";"Convolvulaceae";"VU"
"Ipomoea macedoi";"Convolvulaceae";"CR"
"Ipomoea subrevoluta";"Convolvulaceae";"VU"
"Jacquemontia cephalantha";"Convolvulaceae";"VU"
"Jacquemontia revoluta";"Convolvulaceae";"EN"
"Crassula peduncularis";"Crassulaceae";"CR"
"Wilbrandia glaziovii";"Cucurbitaceae";"EN"
"Lamanonia brasiliensis";"Cunoniaceae";"EN"
"Lamanonia ulei";"Cunoniaceae";"EN"
"Bulbostylis distichoides";"Cyperaceae";"VU"
"Bulbostylis nesiotis";"Cyperaceae";"VU"
"Bulbostylis smithii";"Cyperaceae";"EN"
"Cyperus appendiculatus var. atlanticus";"Cyperaceae";"VU"
"Hypolytrum amorimii";"Cyperaceae";"CR"
"Hypolytrum bahiense";"Cyperaceae";"EN"
"Hypolytrum glaziovii";"Cyperaceae";"CR"
"Hypolytrum lucennoi";"Cyperaceae";"VU"
"Hypolytrum paraense";"Cyperaceae";"EN"
"Lagenocarpus bracteosus";"Cyperaceae";"EN"
"Rhynchospora pilulifera";"Cyperaceae";"CR"
"Scleria balansae";"Cyperaceae";"VU"
"Trilepis tenuis";"Cyperaceae";"CR"
"Stephanopodium engleri";"Dichapetalaceae";"EN"
"Stephanopodium estrellense";"Dichapetalaceae";"EN"
"Stephanopodium gracile";"Dichapetalaceae";"VU"
"Stephanopodium magnifolium";"Dichapetalaceae";"EN"
"Stephanopodium sessile";"Dichapetalaceae";"EN"
"Tapura follii";"Dichapetalaceae";"CR"
"Tapura wurdackiana";"Dichapetalaceae";"EN"
"Dicksonia sellowiana";"Dicksoniaceae";"EN"
"Atractylocarpus brasiliensis";"Dicranaceae";"EN"
"Atractylocarpus longisetus";"Dicranaceae";"EN"
"Campylopus densicoma";"Dicranaceae";"EN"
"Davilla glaziovii";"Dilleniaceae";"EN"
"Davilla macrocarpa";"Dilleniaceae";"VU"
"Doliocarpus lancifolius";"Dilleniaceae";"EN"
"Dioscorea asperula";"Dioscoreaceae";"VU"
"Dioscorea bradei";"Dioscoreaceae";"EN"
"Dioscorea campanulata";"Dioscoreaceae";"EN"
"Dioscorea itatiaiensis";"Dioscoreaceae";"CR"
"Dioscorea loefgrenii";"Dioscoreaceae";"VU"
"Dioscorea mantiqueirensis";"Dioscoreaceae";"CR"
"Dioscorea margarethia";"Dioscoreaceae";"CR"
"Dioscorea pedalis";"Dioscoreaceae";"VU"
"Dioscorea pseudomacrocapsa";"Dioscoreaceae";"EN"
"Dioscorea sanpaulensis";"Dioscoreaceae";"EN"
"Dioscorea sphaeroidea";"Dioscoreaceae";"CR"
"Dioscorea trilinguis";"Dioscoreaceae";"EN"
"Chrysoblastella chilensis";"Ditrichaceae";"EN"
"Drosera graminifolia";"Droseraceae";"CR"
"Drosera graomogolensis";"Droseraceae";"EN"
"Drosera magnifica";"Droseraceae";"CR"
"Drosera quartzicola";"Droseraceae";"EN"
"Elaphoglossum acrocarpum";"Dryopteridaceae";"VU"
"Elaphoglossum beckeri";"Dryopteridaceae";"CR"
"Megalastrum wacketii";"Dryopteridaceae";"EN"
"Polystichum bradei";"Dryopteridaceae";"EN"
"Diospyros agnitser";"Ebenaceae";"EN"
"Diospyros amabi";"Ebenaceae";"EN"
"Diospyros bullata";"Ebenaceae";"VU"
"Diospyros ketun";"Ebenaceae";"VU"
"Diospyros longistyla";"Ebenaceae";"VU"
"Diospyros mexiae";"Ebenaceae";"EN"
"Diospyros riedelii";"Ebenaceae";"EN"
"Diospyros scottmorii";"Ebenaceae";"EN"
"Diospyros serrana";"Ebenaceae";"CR"
"Diospyros tarim";"Ebenaceae";"EN"
"Diospyros ubaita";"Ebenaceae";"EN"
"Sloanea fasciculata";"Elaeocarpaceae";"EN"
"Sloanea froesii";"Elaeocarpaceae";"VU"
"Sloanea hatschbachii";"Elaeocarpaceae";"EN"
"Sloanea obtusifolia";"Elaeocarpaceae";"EN"
"Sloanea petalata";"Elaeocarpaceae";"CR"
"Sloanea spathulata";"Elaeocarpaceae";"VU"
"Ephedra tweediana";"Ephedraceae";"VU"
"Agarista organensis";"Ericaceae";"CR"
"Agarista uleana";"Ericaceae";"VU"
"Gaultheria sleumeriana";"Ericaceae";"CR"
"Gaylussacia angulata";"Ericaceae";"EN"
"Gaylussacia caparoensis";"Ericaceae";"EN"
"Gaylussacia centunculifolia";"Ericaceae";"EN"
"Gaylussacia harleyi";"Ericaceae";"VU"
"Gaylussacia oleifolia";"Ericaceae";"VU"
"Gaylussacia pruinosa";"Ericaceae";"CR"
"Gaylussacia retivenia";"Ericaceae";"EN"
"Gaylussacia setosa";"Ericaceae";"CR"
"Actinocephalus cipoensis";"Eriocaulaceae";"CR"
"Actinocephalus claussenianus";"Eriocaulaceae";"VU"
"Comanthera bahiensis";"Eriocaulaceae";"EN"
"Comanthera brasiliana";"Eriocaulaceae";"CR"
"Comanthera elegans";"Eriocaulaceae";"EN"
"Comanthera harleyi";"Eriocaulaceae";"VU"
"Comanthera mucugensis";"Eriocaulaceae";"EN"
"Comanthera pignalii";"Eriocaulaceae";"CR"
"Leiothrix echinocephala";"Eriocaulaceae";"VU"
"Paepalanthus argyrotrychus";"Eriocaulaceae";"CR"
"Paepalanthus ater";"Eriocaulaceae";"CR"
"Paepalanthus capixaba";"Eriocaulaceae";"CR"
"Paepalanthus echinoides";"Eriocaulaceae";"EN"
"Paepalanthus farinaceus";"Eriocaulaceae";"CR"
"Paepalanthus flexuosus";"Eriocaulaceae";"CR"
"Paepalanthus hydra";"Eriocaulaceae";"EN"
"Paepalanthus longiciliatus";"Eriocaulaceae";"CR"
"Paepalanthus macaheensis";"Eriocaulaceae";"EN"
"Paepalanthus macer";"Eriocaulaceae";"CR"
"Paepalanthus ovatus";"Eriocaulaceae";"EN"
"Paepalanthus polygonus";"Eriocaulaceae";"EN"
"Paepalanthus stellatus";"Eriocaulaceae";"VU"
"Paepalanthus urbanianus";"Eriocaulaceae";"VU"
"Paepalanthus velutiphyllus";"Eriocaulaceae";"EN"
"Syngonanthus incurvifolius";"Eriocaulaceae";"CR"
"Syngonanthus itambeensis";"Eriocaulaceae";"EN"
"Syngonanthus laricifolius";"Eriocaulaceae";"VU"
"Syngonanthus vittatus";"Eriocaulaceae";"EN"
"Heisteria huberiana";"Erythropalaceae";"CR"
"Erythroxylum ayrtonianum";"Erythroxylaceae";"CR"
"Erythroxylum bezerrae";"Erythroxylaceae";"EN"
"Erythroxylum catharinense";"Erythroxylaceae";"EN"
"Erythroxylum cincinnatum";"Erythroxylaceae";"EN"
"Erythroxylum compressum";"Erythroxylaceae";"EN"
"Erythroxylum frangulifolium";"Erythroxylaceae";"EN"
"Erythroxylum leal-costae";"Erythroxylaceae";"CR"
"Erythroxylum magnoliifolium";"Erythroxylaceae";"EN"
"Erythroxylum mattos-silvae";"Erythroxylaceae";"EN"
"Erythroxylum membranaceum";"Erythroxylaceae";"EN"
"Erythroxylum nelson-rosae";"Erythroxylaceae";"EN"
"Erythroxylum nitidum";"Erythroxylaceae";"EN"
"Erythroxylum nordestinum";"Erythroxylaceae";"EN"
"Erythroxylum occultum";"Erythroxylaceae";"CR"
"Erythroxylum ovalifolium";"Erythroxylaceae";"VU"
"Erythroxylum petrae-caballi";"Erythroxylaceae";"VU"
"Erythroxylum schomburgkii";"Erythroxylaceae";"EN"
"Erythroxylum sobraleanum";"Erythroxylaceae";"CR"
"Erythroxylum splendidum";"Erythroxylaceae";"EN"
"Erythroxylum substriatum";"Erythroxylaceae";"VU"
"Erythroxylum tianguanum";"Erythroxylaceae";"CR"
"Erythroxylum umbrosum";"Erythroxylaceae";"EN"
"Erythroxylum vernicosum";"Erythroxylaceae";"EN"
"Escallonia obtusissima";"Escalloniaceae";"VU"
"Escallonia petrophila";"Escalloniaceae";"EN"
"Actinostemon roseliae";"Euphorbiaceae";"EN"
"Adenophaedra cearensis";"Euphorbiaceae";"CR"
"Algernonia bahiensis";"Euphorbiaceae";"VU"
"Algernonia brasiliensis";"Euphorbiaceae";"VU"
"Algernonia dimitrii";"Euphorbiaceae";"EN"
"Algernonia kuhlmannii";"Euphorbiaceae";"CR"
"Astraea cincta";"Euphorbiaceae";"EN"
"Bernardia crassifolia";"Euphorbiaceae";"EN"
"Caperonia buettneriacea";"Euphorbiaceae";"VU"
"Chiropetalum foliosum";"Euphorbiaceae";"EN"
"Cnidoscolus hamosus";"Euphorbiaceae";"CR"
"Cnidoscolus magni-gerdtii";"Euphorbiaceae";"CR"
"Cnidoscolus rupestris";"Euphorbiaceae";"EN"
"Croton campanulatus";"Euphorbiaceae";"EN"
"Croton caryophyllus";"Euphorbiaceae";"EN"
"Croton diasii";"Euphorbiaceae";"EN"
"Croton hemiargyreus";"Euphorbiaceae";"EN"
"Croton leptobotryus";"Euphorbiaceae";"VU"
"Croton priscus";"Euphorbiaceae";"EN"
"Croton sapiifolius";"Euphorbiaceae";"EN"
"Croton thomasii";"Euphorbiaceae";"EN"
"Dalechampia purpurata";"Euphorbiaceae";"EN"
"Dalechampia riparia";"Euphorbiaceae";"CR"
"Euphorbia appariciana";"Euphorbiaceae";"EN"
"Euphorbia attastoma";"Euphorbiaceae";"EN"
"Euphorbia crossadenia";"Euphorbiaceae";"EN"
"Euphorbia gymnoclada";"Euphorbiaceae";"VU"
"Euphorbia holochlorina";"Euphorbiaceae";"CR"
"Euphorbia sabulicola";"Euphorbiaceae";"CR"
"Glycydendron espiritosantense";"Euphorbiaceae";"VU"
"Hevea camargoana";"Euphorbiaceae";"EN"
"Manihot hahnii";"Euphorbiaceae";"EN"
"Manihot longiracemosa";"Euphorbiaceae";"EN"
"Manihot procumbens";"Euphorbiaceae";"VU"
"Ophthalmoblapton macrophyllum";"Euphorbiaceae";"EN"
"Ophthalmoblapton pedunculare";"Euphorbiaceae";"VU"
"Sebastiania pteroclada";"Euphorbiaceae";"CR"
"Stillingia loranthacea";"Euphorbiaceae";"EN"
"Aeschynomene fructipendula";"Fabaceae";"EN"
"Albizia burkartiana";"Fabaceae";"EN"
"Albizia glabripetala";"Fabaceae";"EN"
"Aldina heterophylla";"Fabaceae";"VU"
"Amburana acreana";"Fabaceae";"VU"
"Andira marauensis";"Fabaceae";"EN"
"Apuleia leiocarpa";"Fabaceae";"VU"
"Arachis villosa";"Fabaceae";"EN"
"Arapatiella emarginata";"Fabaceae";"EN"
"Bauhinia albicans";"Fabaceae";"EN"
"Bauhinia glaziovii";"Fabaceae";"CR"
"Bauhinia integerrima";"Fabaceae";"EN"
"Bauhinia uberlandiana";"Fabaceae";"CR"
"Calliandra carrascana";"Fabaceae";"EN"
"Cassia rubriflora";"Fabaceae";"EN"
"Centrolobium paraense";"Fabaceae";"EN"
"Centrosema carajasense";"Fabaceae";"VU"
"Chamaecrista amabilis";"Fabaceae";"EN"
"Chamaecrista amorimii";"Fabaceae";"EN"
"Chamaecrista anamariae";"Fabaceae";"EN"
"Chamaecrista atroglandulosa";"Fabaceae";"EN"
"Chamaecrista bracteolata";"Fabaceae";"EN"
"Chamaecrista catolesensis";"Fabaceae";"VU"
"Chamaecrista fodinarum";"Fabaceae";"EN"
"Chamaecrista fulgida";"Fabaceae";"CR"
"Chamaecrista lagotois";"Fabaceae";"CR"
"Chamaecrista nuda";"Fabaceae";"EN"
"Chamaecrista phyllostachya";"Fabaceae";"EN"
"Chamaecrista stillifera";"Fabaceae";"VU"
"Chamaecrista subpeltata";"Fabaceae";"EN"
"Chamaecrista tephrosiifolia";"Fabaceae";"VU"
"Chamaecrista ulmea";"Fabaceae";"CR"
"Chamaecrista unijuga";"Fabaceae";"EN"
"Copaifera majorina";"Fabaceae";"VU"
"Coursetia vicioides";"Fabaceae";"EN"
"Ctenodon bradei";"Fabaceae";"EN"
"Ctenodon lacabuendianus";"Fabaceae";"EN"
"Cynometra marleneae";"Fabaceae";"EN"
"Dahlstedtia bahiana";"Fabaceae";"EN"
"Dahlstedtia glaziovii";"Fabaceae";"EN"
"Dahlstedtia grandiflora";"Fabaceae";"EN"
"Dahlstedtia peckoltii";"Fabaceae";"EN"
"Dalbergia ernest-ulei";"Fabaceae";"EN"
"Dalbergia glaziovii";"Fabaceae";"EN"
"Dalbergia nigra";"Fabaceae";"VU"
"Deguelia hatschbachii";"Fabaceae";"VU"
"Desmodium craspediferum";"Fabaceae";"EN"
"Dialium rondoniense";"Fabaceae";"EN"
"Dicymbe arenicola";"Fabaceae";"EN"
"Dicymbe puncticulosa";"Fabaceae";"EN"
"Dimorphandra exaltata";"Fabaceae";"EN"
"Dimorphandra wilsonii";"Fabaceae";"EN"
"Dinizia jueirana-facao";"Fabaceae";"CR"
"Diplotropis rodriguesii";"Fabaceae";"VU"
"Elizabetha speciosa";"Fabaceae";"VU"
"Gleditsia amorphoides";"Fabaceae";"VU"
"Grazielodendron rio-docensis";"Fabaceae";"EN"
"Harleyodendron unifoliolatum";"Fabaceae";"EN"
"Harpalyce lanata";"Fabaceae";"EN"
"Harpalyce parvifolia";"Fabaceae";"EN"
"Hymenaea parvifolia";"Fabaceae";"VU"
"Hymenolobium excelsum";"Fabaceae";"VU"
"Inga aptera";"Fabaceae";"EN"
"Inga conchifolia";"Fabaceae";"EN"
"Inga cordistipula";"Fabaceae";"VU"
"Inga globularis";"Fabaceae";"EN"
"Inga grazielae";"Fabaceae";"EN"
"Inga maritima";"Fabaceae";"EN"
"Inga mendoncaei";"Fabaceae";"EN"
"Inga pedunculata";"Fabaceae";"EN"
"Inga platyptera";"Fabaceae";"EN"
"Inga pleiogyna";"Fabaceae";"EN"
"Inga praegnans";"Fabaceae";"EN"
"Inga suborbicularis";"Fabaceae";"EN"
"Inga unica";"Fabaceae";"EN"
"Jupunba barnebyana";"Fabaceae";"EN"
"Lathyrus acutifolius";"Fabaceae";"CR"
"Lathyrus paraguariensis";"Fabaceae";"VU"
"Leptolobium araguaiense";"Fabaceae";"EN"
"Leptolobium glaziovianum";"Fabaceae";"EN"
"Leptolobium parvifolium";"Fabaceae";"EN"
"Leptolobium tenuifolium";"Fabaceae";"EN"
"Leucochloron foederale";"Fabaceae";"EN"
"Leucochloron limae";"Fabaceae";"EN"
"Leucochloron minarum";"Fabaceae";"EN"
"Luetzelburgia amazonica";"Fabaceae";"EN"
"Luetzelburgia harleyi";"Fabaceae";"CR"
"Luetzelburgia neurocarpa";"Fabaceae";"CR"
"Luetzelburgia trialata";"Fabaceae";"EN"
"Lupinus coriaceus";"Fabaceae";"VU"
"Lupinus decurrens";"Fabaceae";"EN"
"Lupinus gibertianus";"Fabaceae";"CR"
"Lupinus laevigatus";"Fabaceae";"EN"
"Lupinus russellianus";"Fabaceae";"CR"
"Machaerium androvillosum";"Fabaceae";"CR"
"Machaerium firmum";"Fabaceae";"VU"
"Machaerium legale";"Fabaceae";"CR"
"Machaerium macaense";"Fabaceae";"EN"
"Machaerium mucronulatum";"Fabaceae";"EN"
"Machaerium obovatum";"Fabaceae";"VU"
"Martiodendron fluminense";"Fabaceae";"EN"
"Melanoxylon brauna";"Fabaceae";"VU"
"Mimosa acroconica";"Fabaceae";"CR"
"Mimosa adamantina";"Fabaceae";"EN"
"Mimosa afranioi";"Fabaceae";"EN"
"Mimosa balduinii";"Fabaceae";"EN"
"Mimosa barretoi";"Fabaceae";"EN"
"Mimosa bathyrrhena";"Fabaceae";"EN"
"Mimosa bispiculata";"Fabaceae";"CR"
"Mimosa bocainae";"Fabaceae";"CR"
"Mimosa bombycina";"Fabaceae";"EN"
"Mimosa bracteolaris";"Fabaceae";"VU"
"Mimosa callidryas";"Fabaceae";"EN"
"Mimosa catharinensis";"Fabaceae";"EN"
"Mimosa chrysastra";"Fabaceae";"CR"
"Mimosa decorticans";"Fabaceae";"EN"
"Mimosa dominarum";"Fabaceae";"EN"
"Mimosa emaensis";"Fabaceae";"VU"
"Mimosa ernestii";"Fabaceae";"CR"
"Mimosa glazioui";"Fabaceae";"CR"
"Mimosa hatschbachii";"Fabaceae";"EN"
"Mimosa heringeri";"Fabaceae";"EN"
"Mimosa involucrata";"Fabaceae";"EN"
"Mimosa itatiaiensis";"Fabaceae";"EN"
"Mimosa kuhnisteroides";"Fabaceae";"EN"
"Mimosa leprosa";"Fabaceae";"EN"
"Mimosa lithoreas";"Fabaceae";"EN"
"Mimosa macedoana";"Fabaceae";"EN"
"Mimosa mensicola";"Fabaceae";"EN"
"Mimosa montis-carasae";"Fabaceae";"EN"
"Mimosa myuros";"Fabaceae";"EN"
"Mimosa neonitens";"Fabaceae";"EN"
"Mimosa osmarii";"Fabaceae";"VU"
"Mimosa paucifolia";"Fabaceae";"VU"
"Mimosa perplicata";"Fabaceae";"CR"
"Mimosa psittacina";"Fabaceae";"EN"
"Mimosa regina";"Fabaceae";"EN"
"Mimosa rheiptera";"Fabaceae";"EN"
"Mimosa sevilhae";"Fabaceae";"EN"
"Mimosa skinneri var. carajarum";"Fabaceae";"CR"
"Mimosa sobralii";"Fabaceae";"EN"
"Mimosa strobiliflora";"Fabaceae";"CR"
"Mimosa suburbana";"Fabaceae";"CR"
"Mimosa thomista";"Fabaceae";"EN"
"Mimosa uniceps";"Fabaceae";"EN"
"Mimosa urticaria";"Fabaceae";"EN"
"Moldenhawera blanchetiana";"Fabaceae";"VU"
"Moldenhawera longipedicellata";"Fabaceae";"EN"
"Moldenhawera luschnathiana";"Fabaceae";"VU"
"Moldenhawera nutans";"Fabaceae";"EN"
"Moldenhawera papillanthera";"Fabaceae";"VU"
"Moldenhawera polysperma";"Fabaceae";"VU"
"Muellera fernandesii";"Fabaceae";"VU"
"Muellera filipes";"Fabaceae";"VU"
"Muellera graciliflora";"Fabaceae";"CR"
"Muellera grazielae";"Fabaceae";"EN"
"Muellera laticifera";"Fabaceae";"EN"
"Muellera nitens";"Fabaceae";"EN"
"Muellera torrensis";"Fabaceae";"EN"
"Muellera tozziana";"Fabaceae";"EN"
"Muellera variabilis";"Fabaceae";"EN"
"Muellera virgilioides";"Fabaceae";"VU"
"Myrocarpus leprosus";"Fabaceae";"CR"
"Neptunia pubescens";"Fabaceae";"VU"
"Ormosia altimontana";"Fabaceae";"EN"
"Ormosia lewisii";"Fabaceae";"EN"
"Ormosia limae";"Fabaceae";"EN"
"Ormosia minor";"Fabaceae";"VU"
"Ormosia ruddiana";"Fabaceae";"EN"
"Ormosia timboensis";"Fabaceae";"CR"
"Paloue induta";"Fabaceae";"EN"
"Paramachaerium krukovii";"Fabaceae";"CR"
"Parapiptadenia ilheusana";"Fabaceae";"CR"
"Parasenegalia miersii";"Fabaceae";"EN"
"Parkia bahiae";"Fabaceae";"EN"
"Paubrasilia echinata";"Fabaceae";"EN"
"Peltogyne altissima";"Fabaceae";"EN"
"Peltogyne chrysopis";"Fabaceae";"EN"
"Peltogyne discolor";"Fabaceae";"VU"
"Peltogyne excelsa";"Fabaceae";"VU"
"Peltogyne gracilipes";"Fabaceae";"EN"
"Peltogyne maranhensis";"Fabaceae";"VU"
"Peltogyne mattosiana";"Fabaceae";"EN"
"Peltogyne paradoxa";"Fabaceae";"VU"
"Platymiscium speciosum";"Fabaceae";"EN"
"Poecilanthe fluminensis";"Fabaceae";"VU"
"Poecilanthe itapuana";"Fabaceae";"VU"
"Pterocarpus monophyllus";"Fabaceae";"EN"
"Pterodon apparicioi";"Fabaceae";"EN"
"Sellocharis paradoxa";"Fabaceae";"VU"
"Senegalia cearensis";"Fabaceae";"VU"
"Senegalia mikanii";"Fabaceae";"EN"
"Senegalia ricoae";"Fabaceae";"CR"
"Senna formosa";"Fabaceae";"VU"
"Staminodianthus rosae";"Fabaceae";"VU"
"Swartzia alagoensis";"Fabaceae";"EN"
"Swartzia alternifoliolata";"Fabaceae";"EN"
"Swartzia arenophila";"Fabaceae";"EN"
"Swartzia bahiensis";"Fabaceae";"VU"
"Swartzia dipetala";"Fabaceae";"VU"
"Swartzia discocarpa";"Fabaceae";"EN"
"Swartzia euxylophora";"Fabaceae";"EN"
"Swartzia glazioviana";"Fabaceae";"VU"
"Swartzia hilaireana";"Fabaceae";"VU"
"Swartzia ingens";"Fabaceae";"VU"
"Swartzia krukovii";"Fabaceae";"EN"
"Swartzia lamellata";"Fabaceae";"VU"
"Swartzia lanata";"Fabaceae";"EN"
"Swartzia linharensis";"Fabaceae";"EN"
"Swartzia micrantha";"Fabaceae";"EN"
"Swartzia pinheiroana";"Fabaceae";"EN"
"Swartzia prolata";"Fabaceae";"EN"
"Swartzia revoluta";"Fabaceae";"EN"
"Swartzia riedelii";"Fabaceae";"VU"
"Swartzia rugosa";"Fabaceae";"VU"
"Swartzia submontana";"Fabaceae";"CR"
"Swartzia thomasii";"Fabaceae";"EN"
"Tabaroa caatingicola";"Fabaceae";"VU"
"Tachigali acrensis";"Fabaceae";"CR"
"Tachigali beaurepairei";"Fabaceae";"EN"
"Tachigali candelabrum";"Fabaceae";"EN"
"Tachigali denudata";"Fabaceae";"EN"
"Tachigali duckei";"Fabaceae";"EN"
"Tachigali prancei";"Fabaceae";"EN"
"Tachigali spathulipetala";"Fabaceae";"EN"
"Trischidium limae";"Fabaceae";"EN"
"Vicia pampicola";"Fabaceae";"CR"
"Vouacapoua americana";"Fabaceae";"EN"
"Zollernia cowanii";"Fabaceae";"CR"
"Zollernia glaziovii";"Fabaceae";"EN"
"Zollernia magnifica";"Fabaceae";"EN"
"Mostuea muricata";"Gelsemiaceae";"VU"
"Aripuana cullmaniorum";"Gentianaceae";"EN"
"Macrocarpaea atlantica";"Gentianaceae";"CR"
"Macrocarpaea dolichophylla";"Gentianaceae";"CR"
"Prepusa alata";"Gentianaceae";"CR"
"Prepusa connata";"Gentianaceae";"CR"
"Prepusa hookeriana";"Gentianaceae";"EN"
"Prepusa viridiflora";"Gentianaceae";"EN"
"Senaea coerulea";"Gentianaceae";"EN"
"Senaea janeirensis";"Gentianaceae";"CR"
"Zygostigma australe";"Gentianaceae";"EN"
"Besleria fluminensis";"Gesneriaceae";"EN"
"Besleria macahensis";"Gesneriaceae";"EN"
"Besleria melancholica";"Gesneriaceae";"VU"
"Codonanthe carnosa";"Gesneriaceae";"VU"
"Codonanthe venosa";"Gesneriaceae";"VU"
"Goyazia petraea";"Gesneriaceae";"EN"
"Nematanthus monanthos";"Gesneriaceae";"EN"
"Nematanthus pycnophyllus";"Gesneriaceae";"EN"
"Nematanthus serpens";"Gesneriaceae";"EN"
"Paliavana werdermannii";"Gesneriaceae";"VU"
"Sinningia aghensis";"Gesneriaceae";"EN"
"Sinningia araneosa";"Gesneriaceae";"VU"
"Sinningia bulbosa";"Gesneriaceae";"EN"
"Sinningia carangolensis";"Gesneriaceae";"EN"
"Sinningia cardinalis";"Gesneriaceae";"EN"
"Sinningia cochlearis";"Gesneriaceae";"CR"
"Sinningia defoliata";"Gesneriaceae";"VU"
"Sinningia gesneriifolia";"Gesneriaceae";"CR"
"Sinningia glazioviana";"Gesneriaceae";"CR"
"Sinningia guttata";"Gesneriaceae";"EN"
"Sinningia harleyi";"Gesneriaceae";"EN"
"Sinningia hatschbachii";"Gesneriaceae";"EN"
"Sinningia helleri";"Gesneriaceae";"CR"
"Sinningia hirsuta";"Gesneriaceae";"EN"
"Sinningia iarae";"Gesneriaceae";"EN"
"Sinningia insularis";"Gesneriaceae";"EN"
"Sinningia kautskyi";"Gesneriaceae";"VU"
"Sinningia lateritia";"Gesneriaceae";"EN"
"Sinningia lindleyi";"Gesneriaceae";"EN"
"Sinningia lineata";"Gesneriaceae";"EN"
"Sinningia micans";"Gesneriaceae";"EN"
"Sinningia muscicola";"Gesneriaceae";"CR"
"Sinningia piresiana";"Gesneriaceae";"EN"
"Sinningia pusilla";"Gesneriaceae";"EN"
"Sinningia rupicola";"Gesneriaceae";"EN"
"Sinningia striata";"Gesneriaceae";"VU"
"Sinningia tuberosa";"Gesneriaceae";"VU"
"Sinningia valsuganensis";"Gesneriaceae";"EN"
"Sinningia velutina";"Gesneriaceae";"VU"
"Sinningia villosa";"Gesneriaceae";"EN"
